"brain.1" "brain.2" "fetal.brain.1" "fetal.brain.2" "fetal.liver.1" "fetal.liver.2" "liver.1" "liver.2"
"1081_at" 1237.30771827253 1058.01145176282 2045.23639507868 2180.16694497116 1890.44657448729 1698.55005862451 878.849739975181 1085.18251457291
"1082_at" 125.829126155258 143.66541701314 392.672124125991 259.003784919835 94.4779646151542 90.8138845583376 114.849751178323 300.743172736986
"1085_s_at" 315.905325407979 270.884952891907 333.602683136375 403.590341496507 542.42302401939 685.986561938645 635.048524281796 1017.07354636213
"1087_at" 149.019807000718 172.423577848382 128.356156584173 41.9100177242483 1252.2879339354 1419.87651791003 64.0224364304457 257.422900690764
"1088_at" 128.501573345326 69.9240609285385 78.0974295876065 66.6801730012282 40.1569345075635 58.345210129239 12.3254251989096 41.2690814085025
"109_at" 1177.00856484397 1072.26216416371 710.574571817857 876.982173011152 805.104775442216 964.34122039611 1991.34517464318 1975.41408507241
"1091_at" 12007.7031429192 14867.3072317436 2713.91432744284 2348.1565445216 1108.38604715057 822.548187886652 434.914734456412 747.014214667133
"1093_at" 57.4075667783891 63.4245722289892 57.5480030520157 97.687070135654 332.821691816694 344.388359270967 72.7609735195966 127.08772517476
"1094_g_at" 179.25995464309 202.150769959073 254.634371629731 248.318120081194 640.305200098221 890.080576999753 290.796337420675 270.096692894997
"1095_s_at" 43.7898029195302 13.5336766073619 14.9510856901616 4.0032494022234 46.8042122313066 89.6839694469416 36.9457982154998 107.605507846219
"1097_s_at" 194.665185762767 152.565383464823 204.744430009699 175.087948868005 358.173033023372 392.768677578062 640.797845252346 633.601323874107
"110_at" 213.918152090072 207.901241866252 829.675469365485 673.651507632279 1800.94731292274 1437.73321627869 233.733479903523 554.032751141258
"1100_at" 417.381726562862 555.407136618067 284.684183663924 318.438027571333 388.143930926448 397.900786549715 428.123456897349 361.033507060894
"1101_at" 1220.66955609552 823.00012882262 1027.40866755667 1108.94544111384 480.754121736234 332.306404125693 492.290271802697 432.914776182389
"1103_at" 70.8911006209529 98.861706650671 159.699920347306 169.881744006645 3305.6179657643 3330.00700086168 35898.29991278 21590.4846204583
"1104_s_at" 3710.50713615566 3374.26737407252 2546.81106280237 2411.53305690101 21250.0883871545 17625.1063830709 7700.15983802253 5260.42809152314
"1105_s_at" 1453.97834093173 1856.35354043416 1096.17499610574 1015.21591359786 1005.9702710469 730.06093235668 1628.19268046705 1249.33723353249
"1106_s_at" 400.435679826023 113.379517344902 409.909907440913 377.997180958251 420.446284278792 303.057417389863 564.957491081334 985.211389369388
"1107_s_at" 1367.8650831455 1434.63444970405 395.396168106204 423.987538710028 998.33358571913 888.250545839347 2106.88489482045 1920.03869991782
"111_at" 611.567014929385 828.573892106734 362.991516598423 424.16533206123 474.503286152524 286.25273012624 1001.66322619252 757.330910448474
"1110_at" 159.005104302494 121.336265755407 255.50605687278 150.117817935582 235.50288664237 164.731264216418 189.499211364363 332.745369701174
"1112_g_at" 385.312780977171 491.625018131623 657.427758838064 742.091874386045 415.000820462539 447.587360885787 575.629688833505 735.300941022413
"1115_at" 47.5099558843856 73.3001296566274 63.3475401881284 54.0540832299253 2311.3949369547 2894.8450393033 177.066905768249 150.643838968797
"1117_at" 26.6310109882074 51.1310167021563 64.8784640236263 52.6965091284637 266.969670836427 287.279463102431 1090.44027087385 1301.85396313188
"1119_at" 851.833402611953 742.342103134036 586.351595522983 618.070702774396 637.75180471148 630.583669785797 466.510769951308 543.670397995828
"112_g_at" 18.6912713510976 37.8978433231476 141.525182564845 202.413180851723 120.239628481907 109.8932445803 30.0342518633971 41.9550481559091
"1120_at" 553.125709900134 319.849437470916 591.033382842453 577.362771270507 448.851711275268 388.247133567115 308.012226529494 435.129979593439
"1121_g_at" 640.559935463165 504.900193869395 557.364595888646 642.098029196255 190.470016603608 218.999227490065 274.213179063475 372.974201054083
"1122_f_at" 756.35898281047 764.734359833504 585.880124325486 550.14451820879 1103.11875961946 1019.46497369547 1133.64695735914 782.124365444719
"1124_at" 952.31853592565 677.021107408365 1103.61176627512 1089.38263789623 610.171724579826 590.498404684657 612.824701970976 677.567853725812
"113_i_at" 710.235561062942 792.613019708959 92.1070687838623 145.454326197099 37.3807828765716 8.56744961902975 13.8904880986677 24.4573061627161
"1130_at" 2473.46761375199 1910.71729313829 1055.5177148455 841.461240969367 1062.14162472049 1255.22661603555 928.53857555031 906.30064687869
"1131_at" 1628.77297296542 1766.30087546574 491.591772122048 902.430559729262 1602.72922067104 1732.71611402229 1511.43805997153 1414.72336260684
"1134_at" 1858.03620172293 2386.93821061815 1306.63920599517 1164.6065540039 724.88423636309 868.345984050373 839.822925530445 894.74377352158
"1135_at" 635.68716524204 562.959932609601 688.697121494067 545.366625446738 743.543736531402 590.524661518415 350.146212330107 131.335232785316
"1136_at" 328.68743558097 273.809744026766 317.054006650458 252.812756066236 480.071249259638 527.362963490373 263.022858801781 482.518129866798
"1137_at" 321.328570759016 500.355770743614 262.284026281897 205.126247393155 48.8965833472079 208.659211050164 74.2992188320044 263.632269121295
"1138_at" 1423.18357141917 1149.70491945262 837.736076418124 1008.23530721177 958.745066637256 1400.39318639601 176.514006340803 189.030107764805
"1139_at" 16.4823299496947 66.4459573152552 266.984912719741 287.818130002449 174.455204060391 92.2084569657535 51.2643182713499 197.152278667036
"1141_at" 240.101928184486 156.753374539985 300.932773902748 320.693380015734 267.236709458114 226.822213568812 268.006261200978 375.050135888756
"1145_g_at" 381.613224750995 508.084073866683 362.80348266992 353.088761542291 553.785447553276 349.481716160579 510.793393988909 558.049281451999
"1147_at" 915.936201909297 816.98661179579 2056.34367976499 2525.08889526178 343.651808625396 299.873190770682 232.143714121145 177.862553486416
"1148_s_at" 174.372487746716 225.027317894937 510.07083639912 553.082572406302 419.835455800492 422.230059549052 84.244379753541 33.1195938544233
"115_at" 48.3117731916476 28.1301926762437 623.864316027396 644.132010246469 568.85622442454 583.494074397099 72.0013653883733 257.72103240663
"1150_at" 283.183189994349 190.167704801497 331.726465867431 210.521810457692 203.818312997949 69.214759522017 142.644020004152 23.7428319385917
"1151_at" 1220.53013735667 1033.19685696782 5966.46718066726 6049.47680558804 1451.87355200182 1666.18867281534 980.656716549416 910.216784927761
"1152_i_at" 449.494102404406 306.965811002937 1000.23226813152 930.541601971548 910.540180139682 1216.7853706152 985.434021623832 1748.34298363098
"1154_at" 591.120349321429 430.014354357426 534.349687581034 797.196246890808 673.344776178653 690.824148579187 602.21286289383 754.930079045813
"1155_at" 368.397584815933 267.796081184691 378.945339623827 335.020613530797 549.351163304085 288.358591968107 370.973460963729 470.218049481808
"1158_s_at" 10261.8219515274 9844.16096189757 4762.6826695373 5762.9370655377 892.460289782513 750.480944016113 170.181764146388 248.360042065615
"1160_at" 3153.25376371471 3455.61332881449 1116.40915145791 1183.71278877259 2247.21461079994 2223.5230979288 4891.97557871122 3907.24053930885
"1161_at" 13853.0476826591 13868.7145363058 8991.66158111457 10217.5061252704 7954.87824135676 6662.46101675155 10682.3471910536 6215.79262006483
"1162_g_at" 420.48512889354 498.521598578359 254.743465800554 269.454392121322 357.617836856807 300.428256530677 108.216772847059 407.842094741224
"1164_at" 139.407251268362 138.511932770231 404.561935174707 433.987226390033 185.28978088573 103.799053741812 40.7212696671662 84.5261236531118
"1166_at" 2115.35642661289 2118.85061265136 1677.35046746715 1493.07529393396 1935.368685924 3123.35116607588 2124.86200041942 2431.48557775484
"1169_at" 561.199675246163 333.438808763877 199.010942245095 260.746973691173 215.686443802975 207.915804698468 427.958835642562 1078.4711887426
"117_at" 323.634573230177 161.321240553914 365.935683156302 188.094805515011 2776.58506550663 2989.30012789332 263.426918493126 496.609280259991
"1173_g_at" 2139.0161862842 1428.63289735881 1548.85149834497 1612.52123803341 7140.05915728412 6506.23921649566 4177.77842856315 3513.20808451551
"1175_s_at" 16.0342100459917 41.8218041685572 8.79031248458655 8.69358911766662 311.458349719165 133.817078859064 18405.0820344868 17084.9083986419
"1176_at" 161.644255777998 147.395170040533 253.445692383003 202.105434404157 104.809196566974 109.103362491002 59.0076430985697 178.938762515361
"1179_at" 10337.4242121616 8267.6052794913 8329.2934670151 9025.00359471196 2626.20643179355 2482.09934054219 3615.34891038646 1969.69356527211
"118_at" 1274.78562703207 1360.32992450694 28.677676048577 31.8394586604633 92.0714417292012 24.998219945943 41.3962525805077 41.4656702608446
"1180_g_at" 16157.5879056075 11242.6401713944 10914.0195250778 12219.5718745372 6774.21073847508 6518.65985121003 8091.96050536274 7664.7412251542
"1182_at" 205.307084827101 120.393030508808 235.472379390997 253.025621803205 116.449719263787 104.370919727073 115.900075254169 138.772926877665
"1184_at" 804.326264360154 803.656573249572 615.911571905979 689.60696846691 1316.12094953755 1477.89868886087 2228.27054725267 1623.46148673709
"1186_at" 112.886231650385 91.4323974183296 195.772455235262 248.115475318758 25.5944890234506 5.23051956603127 20.4608722637225 7.05408000920514
"1189_at" 555.138420910731 402.602939494042 953.583817950786 1030.5093597486 522.481872418666 443.060739649486 376.577678707296 673.68997990285
"1190_at" 18.3498697926402 56.704886047106 511.643714017209 505.555271299236 12.2295175173359 10.3171799413511 9.91469543884957 7.08916704179468
"1191_s_at" 1237.12445882019 921.483860237838 1084.0395111303 1617.22782808208 985.940291816907 1245.70904119604 835.542616394389 797.375501368088
"1192_at" 1281.50628742977 954.778578351255 1031.05177960736 1088.62050029258 323.819403533604 405.311835232813 309.817253569901 455.919607392357
"1194_g_at" 16.3916278513355 18.0957176270597 186.085697165814 204.332975093532 26.5242249180494 29.8065753825974 107.235157764466 48.7312183264994
"1195_s_at" 263.107984873301 190.005378767887 323.177163479473 403.214683883286 142.048921830745 141.606973607495 142.272039338852 79.8032773408248
"1197_at" 107.666757255441 125.144466526346 83.5872545891971 176.720770770585 323.37411880269 478.05521044032 151.64530130449 297.425443089887
"1198_at" 151.23663467686 51.0858618306623 113.847247166506 114.561917770277 7.62881066986909 68.8260424428996 61.1228409524944 34.2124794436105
"1199_at" 1433.15937208898 1115.32184717185 2322.09385994288 2676.17163296041 4875.92543314741 5431.1731770118 3175.29784689404 3115.15574945579
"120_at" 117.228247690802 63.8206643804152 198.869101950316 124.662041362388 391.340498417537 369.701332111068 323.797399257757 327.221601276545
"1201_at" 697.051780519279 590.113968467319 409.227756380693 425.982870263974 182.58420671331 134.799420743305 202.848732462159 190.923632631402
"1202_g_at" 785.82131331632 712.92386102938 678.089330759096 948.270012895709 397.426611406263 82.409572374471 169.147180260917 277.084264447594
"1206_at" 1192.99574139501 1281.93733607042 229.27850500175 386.6939193314 43.0668777158749 58.5520668793143 73.7564569501965 72.522416740414
"121_at" 1974.89283339646 1856.2132470753 2015.8841408772 1401.253524257 2423.81206382311 1539.73541010558 2991.21404577159 2656.2241925966
"1211_s_at" 386.315728133629 348.736954070227 332.613465343983 338.074498511216 638.925765969543 584.535166702734 629.293078171207 424.123233288272
"1212_at" 76.311045209128 326.09854049222 124.147654928688 90.3055326368099 246.265741180185 566.016709411437 3447.37930320321 2452.95610606211
"1213_at" 472.120932505952 344.552472040598 760.739312907744 806.198329585281 208.702790595434 149.174670845119 90.9691298182438 82.7097278526313
"1216_at" 224.745807944708 242.35454118681 220.681917224201 251.062174151972 113.658879681572 19.7212871247705 32.1859991722277 26.6556368312365
"1217_g_at" 867.72061936634 1096.0098410997 561.373948527604 656.115649752919 266.436792548861 197.863664205788 183.218336165423 352.517117488842
"1221_at" 276.311577330561 318.543530505266 448.191746740655 418.75946894763 401.639077680422 479.553504243321 307.900275821129 528.134528319374
"1222_at" 140.41391299808 101.916528175235 337.723836482121 207.718284093059 137.003443028726 84.1269617018503 99.9691887988434 32.6963373404824
"1223_at" 337.323429252157 447.25218674198 65.8660374976754 49.3048890499107 349.624348499507 260.081776169155 152.126070192125 466.369510715213
"1224_at" 743.053223120703 1391.31094705326 664.240055349883 655.332675752443 355.132782804424 553.614251018806 115.68258596457 258.353172020832
"1225_g_at" 1814.31591999753 1909.04496401415 1189.07491130096 1101.09521009888 851.917323112252 1223.57729541274 994.593815449152 717.05062413496
"1226_at" 166.548684690257 118.429658598368 400.433630792207 415.887235022219 169.701176147558 211.282127743219 24.5976846302183 38.1307397088087
"1228_s_at" 355.202666897315 374.292802359447 576.416240065386 588.88513589768 905.274766992399 1199.01917734733 1405.58260744805 1212.82555309396
"1230_g_at" 159.305836187926 243.733347398012 251.629155740393 150.652741988751 159.900325653535 245.050729728739 145.996968607597 294.17461744524
"1231_at" 90.9177716069356 69.874159386171 150.346813768468 142.350800210414 93.6676011900159 93.9224078655446 24.4526236974005 109.288429604668
"1232_s_at" 109.206496727509 79.926195651107 98.4592105284849 94.9301935917309 15276.4395657554 17257.2086951271 1756.25705927542 2113.76116510151
"1234_at" 61.9954049637257 136.064737770754 419.625664207994 479.895921886123 109.530995238728 67.433105542624 174.218838517097 306.762681707051
"1235_at" 8136.31725189916 8102.64857788842 10152.1108063692 9571.01619376976 1458.21068484878 1902.00787322499 1070.08699619399 1268.71949894946
"1237_at" 415.839848773197 307.362328011736 568.630849200585 374.816550862948 835.499671009678 960.29319312257 525.304301999887 496.792516985988
"1238_at" 598.318371554896 624.544898277056 672.895809326728 657.295477505347 71.465539285892 243.595252643474 47.0978217661806 49.8127997173967
"1240_at" 53.1954586242175 170.088363488221 343.07133595089 231.164366998188 490.681729725556 542.768531175577 247.531227835907 408.261449926934
"1241_at" 2310.40087246899 2712.13891626419 2036.28904795914 2033.36351743772 830.903082737198 971.961775502926 611.809509343057 1012.59837508885
"1242_at" 479.696081894914 739.604691177762 226.671165599101 370.134320959076 461.785111781067 617.609773319195 444.697852232375 293.996623049125
"1243_at" 300.699581869695 254.305022233285 351.09098721684 384.91323901694 353.255447302799 326.43659524328 445.98342224894 409.264195273904
"1244_at" 342.377178649379 404.771248353113 639.176392847949 575.554391267193 716.128284804342 568.08377561606 842.742355154358 572.411550862337
"1245_i_at" 147.229114153746 78.4614672179824 335.839199134913 299.710742275111 174.753756175825 188.932946856842 45.2436677979302 176.035939729421
"1246_at" 324.982392595779 944.191574159008 1800.39996186003 1174.40405094039 378.302862956663 344.295007148939 229.293736788327 1032.46433992248
"1247_g_at" 65.7888904635868 62.7736551718072 295.843734639335 317.202291398323 40.5946766475861 42.3940177028489 93.6321822012368 105.863547308076
"1248_at" 496.121063267334 557.37869294892 594.195981586855 610.959933365149 764.385855713888 782.895463797582 639.246367439581 609.738784805402
"1250_at" 236.016253036206 201.526840284325 369.919585268403 422.646085404652 170.986570331954 268.227220080888 101.32480656275 21.3850608016666
"1251_g_at" 2001.33539187266 2455.15608509595 857.950588878207 1123.98498374407 793.230594725907 942.493867040565 96.63227490093 135.453445798983
"1252_at" 2161.96517100801 1651.37075432956 2888.50286953185 3293.81331571845 324.773283684519 405.780113921381 418.822960786383 201.505119935712
"1253_at" 708.964850672507 394.032605270402 792.740655976138 679.125459558126 230.741949211285 216.816354647441 220.048108702643 242.146761461707
"1256_at" 377.649834469753 464.309453119879 976.193333652563 1183.56341127462 168.230367287651 21.2265932152794 18.6553766523556 35.5154557517818
"1258_s_at" 403.527194300153 285.210102494153 561.656861328796 559.198480908768 234.826810341241 302.175187825834 357.383048860618 364.39976477686
"1260_s_at" 19.5565531216783 4.45670428060388 18.2260572497952 12.5303590454672 258.964555782701 378.151034525457 4652.81181351424 3717.2974717714
"1262_s_at" 31.6824374209309 66.2194434716775 215.329719239155 289.15717089643 26.4626905230457 24.4292837468576 54.3262470170711 19.6717338079598
"1264_at" 55.4851996471936 55.0829796838108 126.164712680547 123.110823838738 39.6918516118214 10.0574722450882 24.9056303337111 39.0607271372811
"1265_g_at" 10.6375828482769 6.9757230833769 142.042054710526 182.469694638943 7.97805524568253 18.7537852771748 13.7144066405607 24.567796847205
"1268_at" 5847.60254404846 7922.39846114544 4085.4227061105 3945.25835942206 2218.87122439742 1874.05003545356 3793.16496736828 2885.42862611973
"1269_at" 429.358232867647 236.480499407513 750.577118870822 746.33681549753 193.506632089453 157.581694818338 118.065617419333 205.943059778406
"1270_at" 3052.90607721668 3450.34720825963 1697.83516442977 1968.46698797519 935.007172061696 1217.89939020007 642.474837973375 744.487188075802
"1271_g_at" 672.107492313845 794.157450135997 966.391944857964 790.495929418282 835.343299242245 861.728396948159 1298.47192757127 1264.81753383911
"1272_at" 224.570077025005 168.105078988391 521.825351520788 581.551738219457 387.208805186005 466.016670326675 189.984603049153 156.679147750662
"1274_s_at" 705.106841615673 813.855292593878 503.52709487671 611.6843401033 1285.53997559955 1490.2960502476 1439.89688954473 1348.39672535365
"1275_at" 76.3896900297263 41.4803210803233 43.3117407523641 66.0626118543939 118.648733635904 60.9674185576026 57.2810138118194 66.7318962989913
"1276_g_at" 269.021840768565 112.366313721372 189.953094338147 125.779007723501 1503.42964829709 1278.52659613658 584.223098475056 576.187593751091
"1278_at" 298.28714193153 426.720953712643 40.8547612982689 203.559376297313 236.299786710149 206.299549105845 334.805784765616 172.983024561656
"1287_at" 2175.16225301605 2080.36857013666 1625.23489800738 1467.56984246856 1348.73514805316 1117.46241704513 668.722755617047 533.838389478727
"1288_s_at" 26821.5850359573 21693.2372510467 38604.0817386329 44157.332395356 37376.3877668877 29575.5945181759 44281.0222962156 28469.1278848196
"1291_s_at" 154.182934524813 218.661125882128 298.019524278448 190.042046846889 1568.69255933301 1238.13013260274 1888.53740644946 2261.98446006195
"1295_at" 601.873311897881 691.584792993589 791.931406099192 806.3544032021 1889.06876020435 2409.04833947473 2301.48827017819 2513.47884949907
"1300_at" 87.327756132437 52.729880541179 117.505196176217 92.8437406987032 139.49347417842 103.148722070853 61.0821579095197 135.386381671717
"1305_s_at" 160.439602288425 215.365170812366 183.685305710294 42.8461724310217 1496.2007277405 1356.36441900912 11829.7383405723 9352.75735809978
"1306_at" 1056.01318670999 1074.40867020173 1044.82532154312 1109.7551472818 1795.64850166519 1874.11957861948 1923.33149246377 2413.68078315329
"1307_at" 185.056765314319 165.458304647527 441.049810383372 365.474525232376 93.1535751602948 78.4489439249337 109.501718770559 77.9040152044778
"1308_g_at" 237.590416837536 210.405821907037 351.303420244131 385.398317356152 83.9983726499344 156.180829503419 28.304081350179 61.712697690789
"1309_at" 2914.46217643533 2715.53534516363 751.302225846705 1024.98544298586 2418.32506171815 2924.46754459108 4533.20114966534 2509.38516129116
"131_at" 218.394143713338 293.344729987383 558.133667036684 496.957166227714 327.057991052883 382.448229968382 290.537811226581 55.7607619342437
"1310_at" 3356.81373838823 3893.43638332626 1636.43572443337 1930.4893608614 3308.90257783544 3459.95612928346 6117.82368098061 4971.78296211825
"1311_at" 2065.61620454636 2218.46842761297 1553.31985888745 1839.06162851347 2028.71898512344 2058.30613248718 3029.26220116519 2408.49362322524
"1312_at" 3217.38815904322 3704.82429999108 1083.14992308171 1465.00606484947 2120.0535112934 1769.84431379063 1635.13152696445 1419.84297666776
"1313_at" 930.30164444191 743.197171167336 792.933688697418 720.887780421831 499.185333042773 588.44136279432 556.012508300633 535.046119038684
"1314_at" 934.332817678394 722.129009175765 1156.48167090343 1112.95591975931 535.516099361313 526.933730754072 207.095886498943 492.291066419394
"1315_at" 24569.9804162708 26307.0331373223 7286.43182884726 8305.0879491097 20128.6210769899 16408.9140423886 19658.1511359641 12013.8106713925
"1316_at" 407.017014290959 382.358679287346 419.625275829876 494.034370657271 364.196450512775 422.141694222114 397.644873224702 521.484641026096
"1317_at" 199.129788688175 217.016933534766 222.004348392308 158.076388085584 306.201947718607 105.940159552355 117.070171737351 356.540881831095
"1318_at" 370.973434939609 392.007206726529 1001.54562253309 902.620784679143 509.682366300889 574.162947324674 251.970008761262 99.845323061294
"1323_at" 22632.3547500541 18909.1759963114 12391.3806973776 13838.4577378041 35301.4675727074 25478.3625098456 31822.2512426457 22469.6962312265
"1325_at" 246.312424832587 291.363392976053 386.837622037122 483.918258105188 204.918865539373 258.225205144688 84.9372878549292 158.170081617429
"1327_s_at" 257.454998113491 154.943769255659 171.67910852182 172.971570805326 38.6730895223849 54.9752468979031 39.6175184322022 136.12511845948
"1328_at" 86.5055765424074 29.6021081989753 72.9458725515461 52.367824023796 60.8202623458097 42.4603109949528 80.2442062989386 138.39895677709
"1329_s_at" 297.747638579185 220.532002434502 656.980763182047 596.643101149958 104.462090037697 113.717372086939 140.689262741616 142.468956567206
"133_at" 253.729110983735 149.4939913118 310.021081014703 241.502048963727 602.588971431237 467.146571604071 437.198978563738 358.799571349315
"1333_f_at" 464.347930971005 772.915227058258 279.001786621235 343.089153611207 89.2352205366216 289.583028730233 120.199563821181 111.726183094959
"1336_s_at" 4921.04449246666 3465.75831477076 1556.87625372055 2405.76102053242 183.396307677688 39.3422518869569 102.820004612539 232.272356017234
"1338_s_at" 226.503592887161 77.7262080701083 242.241359376321 198.008042579192 420.1524317248 358.598065885653 9351.02300801999 8977.97036318226
"1342_g_at" 46.9323829996471 16.6287514874531 113.695594824972 80.5199165868949 26.5994337209744 31.6944271647137 39.496693228055 37.2658494281288
"1346_at" 23325.5224083685 19504.6394858753 1360.39070950924 1473.8792105496 903.206289822036 374.533441269932 216.295230136726 1061.49317628296
