"brain.1" "brain.2" "fetal.brain.1" "fetal.brain.2" "fetal.liver.1" "fetal.liver.2" "liver.1" "liver.2"
"32095_at" 1094.44368511864 1246.24596526238 360.917866562682 237.86249785914 146.129572045632 216.484717660336 586.934071198501 434.513720643158
"32097_at" 296.792350678103 516.477622089376 570.40459188683 481.909558714026 603.783804817423 427.585797082281 411.904371838402 346.055773121422
"32099_at" 695.139464925076 653.428518117679 949.163143224222 1069.83307569024 437.518162816769 310.89398380229 254.164800511531 267.678523911374
"32102_at" 437.699215718521 236.212579610723 1205.11073668443 1394.09113416802 56.1177109739872 6.07201563038272 6.83113206538224 12.9727686790059
"32103_at" 286.245098328526 261.600539958524 591.444858976348 418.799546056782 16951.2729601977 16680.3397084447 44060.2141806825 35030.5290768601
"32104_i_at" 2787.31983262111 3930.77575179986 1677.81764678909 1628.09293277198 1477.35061565393 1261.03256979688 1329.58754195967 1852.71289810965
"32105_f_at" 2291.10012218939 3931.71893035668 450.547100171226 770.476977289801 47.5580166185794 35.2757664933268 49.6084113667116 121.584585053584
"32106_at" 186.239934941722 193.818985174583 190.736128929552 187.808755139454 4619.90981693955 5158.85194742255 10604.4121929944 10133.126918816
"32108_at" 341.509066498179 385.452950265847 232.962715260469 186.904918166506 594.280962196483 584.601271069797 1205.81311264041 1510.59735027991
"32109_at" 1890.12731536829 2165.96295684195 651.52415638528 589.968192121639 4550.03346656157 3479.3355217035 10790.3508503575 8819.44908740583
"32110_at" 264.554420661885 265.667416823158 217.521814937931 310.955629967272 40.9874266398533 52.7143918236228 54.7990395886734 51.541686419681
"32111_at" 365.505594634501 345.453442719899 526.912102056118 504.919605261194 594.303752933878 527.19512245673 168.387204696029 247.606088897193
"32116_at" 1018.44124876063 1096.2148123016 697.303929239255 554.944879176158 1383.99339217188 1352.48878246928 920.578730592858 802.873081416835
"32117_at" 627.164343637342 976.282148957612 637.18304213718 652.192055191913 852.238804764567 937.539953996755 1116.22779883436 645.86103919039
"32119_at" 586.274599912014 384.765105960507 1680.11911769516 1865.49863746335 336.381498321848 376.300368970745 225.499787226461 203.725798667417
"32120_at" 80.2182694800678 10.3030001857676 128.709822236246 68.3562926939641 237.022919873511 421.918438053112 103.753507165335 118.513435212903
"32122_at" 332.843527566693 521.369068259664 471.191921218499 367.562125201322 423.477239241468 317.550699924468 744.495544592436 1152.90675174052
"32124_at" 172.884261858816 60.2762330412528 265.324829870617 312.885764869998 112.482897497015 108.319238203687 138.023912412377 54.6372441764168
"32125_at" 83.173002488755 33.9331934044875 271.908354557701 165.136790904863 28.3164389188986 15.222305764466 14.4612157774749 62.6706444200117
"32127_at" 222.133117639538 140.436154831931 548.688672206492 420.552976953568 127.312391487312 94.597963536889 52.6384725478398 82.7583643784993
"32129_at" 840.451250455518 753.611248451503 832.842241220709 772.964575899302 547.646043638968 943.61804474452 452.968029151731 398.180561829943
"32130_at" 194.407945518021 153.75545311818 174.937895601582 184.587479743111 116.915410153357 149.648210894319 16.358929182162 75.5800845889107
"32131_at" 153.231237408471 92.2173665931878 174.318107421914 282.460860355589 110.269454693909 60.8279709828053 55.6142448279148 51.7658120854077
"32132_at" 265.722115991855 159.842745589588 227.815398716394 252.994130924076 104.203329983908 91.2508553583801 69.0439337654313 72.0208999982136
"32133_at" 2730.88251003822 4099.58838734943 1675.49043194767 1677.16648880373 654.742701409515 437.168283194941 540.0941923307 921.179471521506
"32135_at" 1701.2005222345 2262.27937170555 855.231340993517 795.096571456537 2510.17210166716 2320.97575106392 1868.77842657951 2177.08394087965
"32137_at" 875.206975482935 1133.39802425193 1417.22881643064 1476.38300326188 412.625309589892 304.78856386139 388.20181827511 240.718511866306
"32138_at" 14818.6866885007 19202.7376437744 2314.8907975745 1938.56711109786 137.651349351653 116.12313416783 382.971605590544 476.603670937375
"32140_at" 6046.79302299407 6206.42024257132 1537.86459188457 1923.14010436653 1875.58558477874 1813.6249170639 2822.72370989683 2862.03083023172
"32141_at" 267.571323921515 250.746482173111 937.676928290003 937.332321590219 117.236410250345 54.2918490007565 70.0796301498308 170.0201064489
"32144_at" 254.352249196061 137.439325038672 148.069516256275 178.525453990449 125.997506665112 166.046123733784 54.6123681311797 174.464512019051
"32145_at" 5086.4162511072 6110.27419460612 2973.65134614532 2676.40484467501 2137.52077123085 1882.24357762795 1902.34467598683 1697.03013835859
"32146_s_at" 130.239179426827 772.451388078831 441.74391535414 422.720430747154 174.845203662286 131.263141298622 56.8447309331962 79.6517579360934
"32148_at" 694.100326433413 886.460369769286 1808.09604936163 1850.83633512956 729.395483346147 782.189783289211 1072.62570939172 984.21482650616
"32150_at" 104.670902084252 65.7020496054618 218.930592953294 201.342299447139 73.1398256877719 100.150924261766 62.6430755428631 74.888767534683
"32151_at" 2760.64088234192 3473.61321719044 1162.86581305136 1029.51504937245 1249.06062722141 1091.14921875111 853.12462117645 1316.93852361609
"32152_at" 62.8441144295888 164.666642752008 185.313850350706 144.49205623662 567.794869946865 456.774549449349 48.9133289401333 41.0768949554786
"32153_s_at" 24452.7462196322 20675.0789715343 10591.9913730057 12931.3671954523 33490.0215805735 26988.9756910408 37700.3294962473 21821.8595150977
"32156_at" 390.154246926495 581.241146691199 520.69094181876 515.600118917633 1636.44445539036 1261.350333375 1239.50107816363 1013.45287446488
"32157_at" 2154.30763618497 2303.78330355299 1178.28375269891 1274.08699362347 2832.51776561213 2723.95635372047 3850.65152141906 3684.97525193003
"32159_at" 486.080174781923 248.420429604063 597.732783370711 665.349566783356 293.657510828048 284.369697162576 117.102378700816 88.9408752297884
"32160_at" 368.617889607086 269.611503934643 909.408004411227 1076.72028878567 182.396860070597 334.73710427456 162.036203645442 74.7010485675009
"32161_at" 50.0112960941724 30.3239853741385 112.395677430576 148.686854508848 96.4962912704679 42.2521199838824 46.8385616528965 106.697694289985
"32164_at" 259.885452779122 239.177502735441 321.594439830772 342.946049856904 1036.27296272184 766.009579906526 1173.32692012079 872.619126846331
"32165_at" 513.116647333187 355.792985017503 829.668101098257 867.686787096792 243.185218226816 336.412327074121 178.518543122476 64.5893207172011
"32166_at" 1387.27677995849 1539.51251359404 662.050768930377 781.617087275257 3572.96322385898 3619.98227055993 2795.91222315014 2786.46583725811
"32167_at" 119.162279538271 106.587045851773 295.951482602725 196.312717733563 80.108998047103 147.421311181743 31.3441059552205 32.5662353351697
"32168_s_at" 224.002358765363 168.393788207663 342.681088194457 496.048819942878 320.668664277185 347.921788460519 187.755252591507 142.017061329349
"32169_at" 1306.46545786317 789.078936516281 1107.09969813114 1450.7559209651 301.06788735637 334.248130736324 315.093549250278 268.225722341369
"32170_g_at" 239.329963406586 214.165320940481 199.175705985525 219.888291667938 36.4160125718733 45.9950551320893 64.9373095570288 10.393866132538
"32171_at" 369.802321474962 291.523097461176 624.38561049466 767.934774976308 433.476832003186 752.810616231681 80.6162057135105 94.7667686841055
"32172_at" 370.446664994541 328.149403573464 1021.9359547787 1077.16798463814 201.681075362766 288.779075615242 230.816703880011 149.735033837996
"32173_at" 1490.69338580336 1208.51432291881 502.546693559639 490.660789578504 3546.78849764278 4374.90335415583 3333.17995568817 2694.5899376865
"32174_at" 602.796772121751 740.805724855919 275.320216704134 362.757861756233 854.898157241037 746.824343582703 3122.51323928394 2066.45085933062
"32175_at" 1683.33499699814 868.048015924997 1718.54536942474 1969.97646611953 340.391614811116 402.585017466168 204.351698342474 215.742266863228
"32176_at" 411.863545873232 605.605644833613 516.884364677088 478.862673492873 66.6127402218324 67.3908189032423 172.914282259956 50.45508908821
"32177_s_at" 435.955383090402 713.515974121097 749.943955147769 681.280002070924 637.471938888413 374.09340440032 86.876652353174 205.871099281883
"32178_r_at" 40.3898611858451 59.3676994140785 56.3875552421983 24.7319664688051 71.6467867657938 144.168692079785 70.0260997902981 68.2732788058795
"32179_s_at" 83.0202711475455 104.38079285364 152.217440362026 64.4673370991505 109.303960032442 146.223710007687 126.547171962995 174.578912121699
"32180_s_at" 580.84098400961 815.980320673627 1010.25899435224 897.00266755171 703.160996721603 542.022525577016 314.179087294096 459.602764295035
"32181_at" 1200.40965170685 1417.0677469245 1128.05914200348 933.335493623686 1641.77678136177 1490.83630019578 986.55964533718 788.198272010835
"32182_at" 200.239880180706 125.631140296625 273.902430335633 241.033129836255 141.339713866622 203.954122179187 142.503045061539 368.454805129424
"32183_at" 192.795188821263 121.588565655642 874.960072994726 898.285215006666 232.713358297036 235.194066834096 19.7237917679179 48.0142380307457
"32184_at" 462.905172158833 424.635577863793 398.028370545623 441.499625734008 1065.48842643647 1411.06739410518 179.641525404601 150.454210993063
"32185_at" 438.162505291024 232.214281433319 569.853539517585 596.693235505566 301.451937162698 340.155285996366 76.4269519078337 128.871446639519
"32186_at" 799.105305736132 1006.46220263533 1910.86789939121 1555.91582474564 3430.16050433449 3423.95726462213 494.029893966258 506.891987983593
"32187_at" 36.0980844479898 13.9405078836883 139.525434386208 241.036890869025 18.3479724265487 13.9686286617037 12.4321116172558 7.05786548947138
"32188_at" 74.3239211220668 106.359131088767 293.293512013413 118.181202665901 352.341652579752 194.515809376872 54.5209593023571 103.773835818318
"32190_at" 1290.6682535632 1683.24852877767 1623.40033988546 1664.77822649812 1902.1778535668 1966.51295253769 2448.57691378137 2383.37004424197
"32191_at" 234.209377402212 253.812368759807 486.032781239166 504.153352401427 101.399397423252 81.6276980537357 67.4844168941175 73.8063285627544
"32192_g_at" 1874.58362615949 2489.29759997291 3319.39448833703 3458.08026874067 1744.18292906853 1514.41049210771 1252.49411573314 1300.04484062838
"32193_at" 355.399999902116 248.032460817565 878.718831585703 1025.12715991448 170.853848610545 237.050058771173 41.2039603525645 134.897725946521
"32194_at" 316.455545370489 161.968097992846 504.223416944278 755.420624835388 134.759218459369 91.2368036536405 73.4382878484714 107.322686989746
"32195_at" 605.491148758622 609.799440306077 476.396617609635 664.643312068452 259.140199038016 304.703746234935 116.245210385546 51.1423947580457
"32196_at" 196.630446059606 155.107170390014 478.32896119794 563.569709168382 139.140777253025 72.2608209016746 42.5839285880678 15.762410219186
"32197_at" 1316.16792716888 1552.16867527059 1244.97717222217 1241.10368546156 1192.00353497125 1098.52445657576 1769.47337770749 1593.50336338105
"32199_at" 135.077280710709 60.5943068312862 267.570695774179 355.177924181262 77.4673925667005 103.266237510765 55.331426868808 109.331471019054
"322_at" 210.193806329168 261.146066012037 172.100103081429 104.449228260277 191.493317947529 91.3223027599895 141.662896260258 172.176696757558
"32200_at" 35.0103216289367 38.620116399428 86.8135891883333 22.2025986789539 105.050076874425 45.9320276360804 23.432299538702 60.5619987141511
"32201_at" 1762.93297370779 1989.83449279573 916.728932924528 467.640369602557 711.05040786665 391.494654196933 1659.28473534043 872.135393372845
"32202_at" 565.473664715165 660.780701684793 727.582673554127 791.709328424506 892.549561781954 963.12951498035 1332.59551667934 1109.48868861531
"32203_at" 415.921289067111 419.216295985368 490.191093178044 450.219633183926 1294.38817151354 1078.85683248782 1337.32824802012 1369.49803226575
"32205_at" 451.690300487051 306.955621715974 595.275845779389 977.559365085623 278.217810780041 410.024885602877 251.057398431343 326.148447644414
"32206_at" 760.76896703187 700.019867945745 1223.79831302773 1311.3926508745 275.145840399533 224.774788309342 296.843698609837 372.93471641967
"32207_at" 591.108091532467 796.595924027592 358.71285979373 296.275816604879 2064.24987676282 2138.34668330113 530.189672729146 404.818047186314
"32208_at" 539.95354856412 403.778981852472 835.391810917228 581.39119677936 464.210491419397 513.59021830965 500.130321347534 562.479729676105
"32209_at" 1697.10242589586 1910.42303696882 2161.96853511632 2157.20217900413 1174.44663488585 986.056817499703 1071.41612207714 1098.85422024339
"32210_at" 377.160603102014 468.41324786575 367.253437315128 387.789174654457 1161.62149565398 1082.99758429929 3140.16736929162 3144.84412461059
"32212_at" 153.295567220353 125.980028011519 182.933309767488 217.658876156501 435.514660338115 489.8642104863 210.659957217485 247.364526137368
"32213_at" 226.672200889048 372.631275157296 173.298827015808 335.87287048861 155.832058808203 254.763965027675 262.111479833614 314.195607139916
"32214_at" 387.806441574226 227.806245082137 676.248546220887 813.815863171083 679.679865750768 922.700453434506 292.598536508566 293.892785854905
"32215_i_at" 262.02166310976 243.319978856929 187.593439799962 181.762430951942 76.6714840285003 99.7396132492604 53.8671255046176 48.8263788771918
"32216_r_at" 37.6624911199505 44.2571014207974 68.7586592195548 35.065602196795 8.71786692116923 57.4603962538571 2.69523468438876 28.2816021069016
"32217_at" 566.079588095559 459.217972832696 1166.52420737224 1063.71018555645 156.809118494138 121.049941987323 112.608426398345 101.211050317489
"32218_at" 4734.37846120763 4649.44216719832 4793.43456941838 5086.97192107033 606.467641767675 487.250710863624 627.532182436334 568.465556717634
"32219_at" 545.654244379948 550.815573033752 824.292817915467 805.007440427984 163.213891402463 199.400554534334 72.9117675995581 80.5195802692795
"32220_at" 431.203536495505 215.294172638421 616.577774677222 510.796725576548 563.043137881664 454.592621877565 269.180288116385 286.164191219003
"32221_at" 565.971991283866 569.414285791418 495.60812220643 556.838931649488 1120.82155158196 1302.34059888588 1092.72831196456 1260.40774366802
"32222_at" 271.916759798013 203.897302981923 352.960342618189 414.278635901032 423.068499050663 366.155199269511 221.730396718633 228.630434366738
"32223_at" 3504.05519843608 3339.22986841554 3710.67068938254 3363.47209994712 917.46999144184 1006.81750228802 537.827070962989 512.511857998887
"32224_at" 348.907371806212 307.402856770407 926.8803557628 1087.47543973089 259.208197337193 219.432536860727 164.822679846952 282.803388916099
"32225_at" 407.104913871195 312.701651995383 244.267418255638 295.542316356643 267.902138924498 155.889847036962 150.35840155421 158.10520914755
"32226_at" 1554.19397417762 1806.58834297869 1560.21259815811 1826.92397103295 1131.69022779207 931.040300824122 643.234827002267 561.8463699972
"32227_at" 148.065176309611 110.019404384474 188.74022712863 258.671203652485 2913.7202654183 3723.48074179611 119.770380227962 119.653404959535
"32228_at" 3104.74291386903 3634.64615134785 3169.92515685199 2772.61613483531 2061.30565674903 1638.02887134453 2909.28371696804 2142.49592577306
"32229_at" 221.719308258831 289.42173773005 408.264449632207 349.714250622158 881.033780666625 1058.51704879873 1626.50003275492 1205.20137923885
"32230_at" 308.42475019385 361.866092862833 290.824214991018 422.885214929928 626.322953324961 733.645177231254 426.490744565733 431.606395687383
"32231_at" 81.6955526963569 59.743814005539 256.447621422695 102.964629152703 66.0407667795027 131.817093912203 62.4081055041159 168.954446492501
"32232_at" 1923.04119428483 979.878292386327 805.814315796868 844.187692172843 917.343702583764 996.777985200468 918.128697450625 533.77370443037
"32233_at" 132.286423989065 64.3363920060657 185.000597486398 229.343836499819 33.2050147594802 166.223974007495 122.456486323816 195.380798511792
"32234_at" 584.914086800567 797.641416200039 461.191061170221 590.817231438173 409.128286939805 425.462279500214 415.683835023665 456.309133959357
"32235_at" 1936.92712803997 2530.87048616403 1400.86705069383 1943.08842149719 1267.59222606233 917.47724201405 2330.95054137474 1746.78435756355
"32236_at" 1419.65614669214 1310.83429198895 1234.45606774936 1396.92647676352 2354.05383189732 2076.82206946018 1297.59401090467 1207.91314253564
"32237_at" 586.041800001295 749.874641611857 1025.87974775402 1303.72922223295 353.111023860091 661.091047245212 419.10256816801 307.214466259795
"32238_at" 2451.09762863206 3414.75048370323 1195.18135630705 1222.53397510131 522.662325895496 626.70661921212 1198.08166459036 812.361041850642
"32240_at" 975.55003302438 929.0671491159 782.903016171566 1081.63163989528 707.181427006324 990.050839046786 1315.42375912211 1243.14297846364
"32241_at" 1063.3987358552 619.67523126354 1229.24171172335 1210.51987549139 836.69694336267 886.968173109207 507.491901648639 486.215041545746
"32242_at" 8755.85052452484 9293.54601349572 432.153435827 521.74208185717 244.109657238416 209.641788497033 107.396379160516 73.7629338920558
"32243_g_at" 13351.6946203554 12748.5167090895 920.09839016868 910.866810080997 472.075661788012 448.32973262224 276.776327803695 388.07235009244
"32245_at" 266.305864768953 253.097361425845 619.973620387315 610.384386055282 85.6648662008068 230.055585985215 134.370172264871 108.000677633246
"32247_at" 135.023463180625 103.4913566615 221.247619001293 166.532334661262 141.360880889014 55.6559403968884 108.282448603404 179.377897947257
"32248_at" 57.2552129664667 225.861822148924 386.16365850816 413.856638692363 42.9178998588738 49.404789081937 49.2278332552936 43.630156879447
"32249_at" 57.6139039754514 7.60376607438228 132.705033247478 138.930940690637 4891.58672424862 4771.91790592416 6543.74669062648 5727.31945863114
"32250_at" 213.845652779151 48.7256103420404 74.9810670485756 40.4072013901338 1867.47865574567 1656.99145222055 2812.50405929189 2773.09527001197
"32251_at" 1302.17911034904 1237.74521948175 1237.46044594336 1518.18029842254 330.817321290972 325.993675571995 154.772593265832 170.786334464785
"32252_at" 10935.3686150818 236.419750820406 1467.83827839417 1678.56792446464 18195.0140479629 15775.5350898841 83013.6157600126 44628.971872848
"32253_at" 2875.07742420322 4669.82519534573 3630.94463835221 3931.81508284851 1245.57568642125 1142.66976437925 1218.25048927915 1041.42901300736
"32254_at" 18074.109801291 21807.791403968 7120.1170947851 6637.84178722462 1291.06206522891 1294.15232911547 2138.48853112798 1535.63963197395
"32255_i_at" 331.640911466797 208.653949498618 992.684957322124 886.323637226073 7.8818767436656 80.6674447476778 52.5065269490732 10.6305776150328
"32256_r_at" 62.1283731501235 25.6486265768604 103.650812402256 72.0054643911195 12.5494418932431 13.3724900408062 31.5629788684335 3.4054605603594
"32257_f_at" 79.5965223821079 43.2161804924589 121.186470471679 106.25965487724 19.6332351437953 38.8992894135488 9.0940244057097 18.5289945133255
"32258_r_at" 46.4629191641419 26.099446050878 80.080944699418 45.4341647493514 31.3017636149834 3.01892481554763 35.0276926311679 23.546670022826
"32259_at" 860.987729332335 780.322157273519 553.645246893639 683.719691040097 366.00850274292 359.170566315891 293.687380799135 248.136125969602
"32260_at" 10903.5435662386 10604.6927596835 5448.89416471673 5370.66631785489 849.798144855015 1012.38043957082 249.694509853914 606.428551055001
"32261_at" 719.159675532079 548.606674597654 659.81049121938 882.382465964348 514.350453797573 502.520975656627 428.58720929251 568.05853505085
"32262_at" 257.43943419533 243.387392766738 177.445855937693 167.893208053355 198.962572770124 189.273623364621 109.434280790834 220.907070196663
"32263_at" 13.8359817885528 14.3957717302315 27.5597020766002 15.8064522165525 237.982052909856 390.566280148726 45.9156239254239 18.1058791647001
"32266_at" 99.4563911517917 113.586746828618 269.847403994688 289.51689616181 16.1213195695303 96.1547159463581 94.9256670142225 42.331387870266
"32269_at" 210.593166730098 482.808390812742 825.708048221074 746.629966131915 374.740589828909 538.256004987386 242.805063638914 785.87621229657
"32270_g_at" 221.952504185572 127.418170759236 247.355425202921 217.67359933838 222.179020913284 148.664199820182 215.839693825261 251.460703234627
"32272_at" 16490.7000528878 17996.6431740099 16870.62766127 18994.8927473447 13298.5136779582 12371.2751052014 4469.68246437978 4354.81490107432
"32273_at" 16.5305824644698 14.1300261922089 1017.39948733221 1146.79248367057 10.6706944834525 11.8742815829915 10.4360482628303 27.0524552633403
"32274_r_at" 1409.20411388568 1251.52622684766 1281.85103593536 540.140526263872 2440.34095226071 1793.64998375259 2283.42802366391 2983.58896917904
"32275_at" 257.736857841099 134.92872364549 192.327131990618 150.028150180278 733.710075483826 733.495537983364 2105.52651073289 2033.54037261254
"32276_at" 17471.7154820926 13884.3971444721 21209.349743745 26456.9636473226 21889.8860319721 19051.2403983107 23210.0377672033 14960.6727746612
"32279_at" 786.681674052493 553.451916191505 508.761922501042 466.384781445542 263.070832362174 206.46214610057 396.702670848916 340.711871825896
"32283_at" 173.672579126431 251.549638252281 340.982471647648 308.515179468822 511.051489559077 531.433129030581 127.695521742771 614.459712021041
"32287_s_at" 613.953644486431 453.092944037563 171.136052215316 234.494803938783 122.091293089178 158.423336779926 113.4212849452 82.7574881833723
"32288_r_at" 134.55409530518 87.7428984508903 80.4995007777888 66.2220768846676 69.8828329832482 67.3537474203911 132.763028387571 122.202274371214
"32289_at" 22.9513411677559 140.616773250299 456.178041366973 379.878926603514 38.199534151355 52.0923463783533 77.7116351928725 59.7380858849848
"32290_at" 327.79906558953 325.384922296341 519.42220358644 585.327942495582 83.508968532344 73.8291026916935 53.1158368523259 106.28883133658
"32291_at" 580.677602135869 666.974938118684 421.049737025062 408.499556791254 30.3150357728397 49.2412325071995 35.3338655782298 202.10614715847
"32297_s_at" 475.662829373522 361.461473490618 109.652639144077 106.512519293486 30.8700513813782 73.7384182388926 26.6678151731705 216.701363050352
"32298_at" 30.5029220487485 48.7117607528242 26.2923536918057 45.1496649523456 82.1850980220618 47.720058508551 61.6938214942518 94.5962359832108
"32305_at" 55.8357387794745 17.7916728100091 186.11867584415 139.289508061971 484.465741742662 665.351194833383 55.8974879519711 32.8323807558323
"32306_g_at" 59.8659461571561 63.9695752955489 556.616304027625 530.562415820574 3347.72590671655 2994.9333959236 130.701937111444 132.036237891287
"32307_s_at" 150.776965375126 112.95886305796 392.352329493367 363.024960457302 1189.37167960076 1126.3651491357 376.522554578202 333.509133371968
"32310_f_at" 281.286344667219 395.626968978092 732.374721583262 688.593062445058 305.21259874747 256.693574021062 395.33464163114 414.19268084444
"32315_at" 6095.7427209352 3504.09648893839 17774.9870636149 20457.3226128215 6551.1572936454 5894.45274265194 2411.62319645753 1861.19623178533
"32316_s_at" 6578.42498025614 3897.37770770839 10451.291759718 10653.0502843131 4740.85876478128 5377.85195684237 265.233300506624 298.375466881631
"32317_s_at" 325.033936225048 342.684724448734 330.040846959142 543.74464867673 715.730330484034 1063.91997440575 1500.06347053691 1229.05966729251
"32318_s_at" 11342.4135167511 16513.7828599879 19569.3032163343 19345.1793674806 14175.8159370136 12575.9346091054 9569.36976277516 10786.920032327
"32320_at" 64.9421718765797 64.0441092398141 144.634757258094 78.3413839855397 263.703732602674 166.823740576067 72.8383181059636 86.1497834843579
"32321_at" 954.313658834166 920.125848426502 200.459667593618 197.15691869201 1117.74595848001 866.535322548417 960.247616537692 1538.49894373271
"32322_at" 504.843135131429 448.266917102683 348.412856157638 295.951457010037 29.3924826335526 84.8718581691964 102.625787868355 144.286480256146
"32324_at" 2934.5701982998 4289.30849315112 2989.89144363529 3155.08599141774 1831.97368924665 1749.93017706401 1333.8086594629 2143.03311848705
"32327_at" 89.760239853046 187.276604072726 1584.48776952736 1789.27495907845 42.8713544877459 32.6561296925252 49.6614756308799 24.3855179091694
"32329_at" 672.748083793656 343.247924551634 609.476091509141 628.725968512791 574.345659605139 1092.97436921105 913.343366324735 1083.51170832863
"32330_at" 9745.11691665063 9430.62236956612 15679.7227715785 20406.0302239154 16670.454383486 14687.6401684 20301.6350933272 13437.0323504851
"32331_at" 609.594915818368 498.369659292585 305.608349601461 433.479281535948 1200.64471180388 1217.22058219711 1630.31111470786 1431.33518292679
"32332_at" 580.902329309747 713.324081644627 515.489823663691 518.088601860381 1355.40801673918 982.372000298765 2559.81138180159 1931.85315914687
"32334_f_at" 17891.4307463802 17500.8099291053 14334.4668393594 18042.2555927651 25250.9614194311 19736.4744591402 28237.9407077189 16197.0425556575
"32335_r_at" 5031.89281805149 4918.63774591883 6244.33711706669 8430.97658156324 8996.69526695022 7931.86341962553 5191.7251152603 7270.92298399639
"32336_at" 13004.3017198839 18677.8033857514 3633.74044996944 4211.40727178032 5757.58738718974 4838.12282476098 2720.19900093555 2361.5809428825
"32337_at" 4444.68393652891 3463.86291483987 7589.64530224442 9593.65049087653 6005.71042692665 6853.34809059739 5023.84336593149 4397.84232493848
"32338_at" 88.0345556734724 143.125951552787 100.955890857675 164.768654277019 63.9680695986611 21.7690295401306 73.8636972404613 57.051721496516
"32339_at" 100.132594226859 207.338164159348 37.6731060719208 116.727925218397 772.270980789161 771.0957145569 303.414382385518 103.204671071856
"32340_s_at" 1147.06724689857 1200.08731387774 10231.5771755727 12576.6988524265 4074.66281336642 4105.63114078428 2697.07599094776 2675.60720389558
"32341_f_at" 7795.36651071807 7429.1674358977 13937.5723049459 18078.479933281 10404.3929756521 9693.66608553176 14936.5060034943 9981.45149280555
"32343_at" 43.8476959635119 31.3861966417659 394.234593980416 285.906757081117 610.931105749907 606.660096018485 185.12947442037 748.366419660619
"32344_r_at" 174.938778478694 82.8498917219627 69.108649045922 122.429254632988 191.185151647013 143.580917251492 120.649311138484 145.301855793407
"32345_at" 1154.49996475524 904.63750984837 1934.61083542568 2157.32064678625 151.315798820773 201.745913283012 332.874940963107 330.363638013318
"32346_at" 112.925789327752 94.2341160595898 347.409713449982 409.172841957561 124.168928828861 126.72402947673 149.570551125398 231.71530666995
"32347_at" 30.0969214858993 32.6965640841611 32.6603787286502 21.4084915615552 50.0220771537546 29.2762390307495 768.288109373731 1107.68774153441
"32349_at" 201.030436858229 79.4644835835865 69.7069406354358 126.488801833157 403.963666230371 150.885865447692 461.777198706811 513.81288009661
"32352_at" 712.693523163025 647.361618030782 916.721331776702 686.732839495425 914.748291332714 761.052019925606 604.602324868339 882.61051480315
"32353_at" 247.550119893194 93.9882922125326 242.051788427648 225.101647916281 1056.32945888168 1000.72815360608 2053.06778880089 1500.89121087913
"32355_at" 324.838186029696 262.208452697038 602.036137812866 671.029886021343 318.602718794859 156.327471618333 114.208642765272 148.217903393686
"32358_at" 60.2646653236057 29.5504893041926 292.778819150744 152.47521561378 157.95329167195 172.273272584861 146.925770254272 261.498373727261
"32362_r_at" 3640.52097542452 2986.23299470787 5594.99207058379 5106.63976875482 5592.28080776795 6394.08553249812 8705.13129197846 9447.8318890428
"32363_at" 228.711285090909 126.948149114952 151.076478379274 127.316242862885 204.656980809207 131.001908173845 197.424275221057 110.090019544994
"32364_at" 318.685609012973 125.356635263744 536.920833656967 289.139430682521 626.486244710635 281.935981607488 463.325045645785 595.830207718076
"32365_at" 13.0042673510373 53.2993005292786 338.089474528448 247.962575473365 28.1824809751283 19.5893308360437 29.0458195076819 41.9847359129389
"32366_at" 390.906687468307 271.546386895795 503.571901136224 399.514332047215 308.583649852336 457.105016742515 574.767917134972 507.091352181622
"32368_at" 584.438350722356 830.405663534405 748.471532548397 763.563863686828 74.7545784109775 17.0320800118618 9.696074073227 10.4145060130564
"32369_at" 10.5196057615747 4.79888783228853 16.9235201732567 6.76221433031108 1951.9133092439 2381.22409004408 2365.89282868662 1424.3849207178
"32370_at" 420.714995296521 379.789613526681 157.377406193444 250.099833276781 286.115816866571 125.314759385577 554.275852079705 776.06130897269
"32371_at" 115.147225682717 115.623882088442 36.6516194686601 75.4703387080758 26.0074139369318 59.0364823900881 7.71558245938022 15.9674156204953
"32372_at" 139.657801296684 122.327816063215 399.003202127511 331.461711314316 108.593324537368 132.088212205911 173.388650152541 170.176285627132
"32373_at" 19.6039734174635 7.92100414195334 19.6749679007957 16.0043733356162 315.869365720729 181.519427740454 168.983064803405 415.120109694895
"32376_at" 183.930002081426 205.632281414687 40.8266520611073 56.9294611502285 302.273176548634 352.695937746955 952.758113371604 674.864953037885
"32378_at" 14083.7166356892 17343.0309838674 2660.99410187665 2965.51875967287 1956.61033557351 1570.53192084059 1054.84852883026 1027.19969714416
"32381_at" 91.251998502546 116.318575681569 440.936897095822 480.603498159567 20.5661095666001 20.6636637712738 9.03750414230747 24.0612537102133
"32385_at" 77.1657830340653 81.8532200303095 182.904110391297 169.19923028554 67.8688502416445 112.641861851365 34.8421818273933 74.4728103112796
"32386_at" 122.207389512511 67.0883614422882 129.285590227785 151.77847119103 198.590669670098 116.317442300636 25.0942933216371 224.536539497005
"32388_at" 35.9712202266407 45.7138617818883 131.051430491896 92.3178214072343 49.6415932188174 116.489053891636 127.027120033168 125.804629092855
"32389_at" 83.1452646787591 74.1245609383896 547.510227903677 406.845984688446 258.485114444355 190.778944369767 131.164810030325 222.652971687786
"32393_s_at" 273.237047612235 80.4616918880602 182.346374881024 535.971438973322 97.0538544248042 213.023812524944 23.6339775454848 17.8814830271809
